,PEP_ID,YEAR,DAY_BB,DAY_CL,sp,lat,lon,alt
98334,2415,2010,116,282,FASY,50.1667,8.06667,380.0
98338,2568,2010,116,284,FASY,49.75,6.65,260.0
98341,2674,2010,116,278,FASY,50.1667,7.73333,240.0
98343,2869,2010,116,273,FASY,48.9833,9.58333,290.0
98344,2886,2010,116,281,FASY,49.25,9.95,440.0
98345,2893,2010,116,278,FASY,49.1333,10.1833,460.0
98347,2916,2010,116,293,FASY,48.6833,10.1667,490.0
98350,3069,2010,116,303,FASY,49.5333,9.31667,340.0
98351,3076,2010,116,270,FASY,49.4667,9.58333,340.0
98358,2763,2010,117,280,FASY,49.5,7.76667,250.0
98359,2852,2010,117,277,FASY,49.0167,10.2167,570.0
98360,2853,2010,117,281,FASY,48.9667,10.1333,440.0
98361,2867,2010,117,278,FASY,48.9833,9.36667,290.0
98364,3127,2010,117,277,FASY,49.4167,9.28333,290.0
98379,1674,2010,117,288,FASY,52.1,8.93333,160.0
98380,1713,2010,117,286,FASY,51.5833,9.3,230.0
98381,1782,2010,117,268,FASY,51.6667,8.35,75.0
98393,638,2010,117,276,FASY,52.9333,9.73333,70.0
98399,1076,2010,117,297,FASY,51.8667,10.0167,130.0
98401,1119,2010,117,292,FASY,52.1833,10.7167,150.0
98403,4364,2010,117,270,FASY,50.15,10.4333,290.0
98427,3515,2010,117,288,FASY,47.7167,11.4167,620.0
98428,3526,2010,117,282,FASY,48.3833,11.4167,470.0
98431,3959,2010,117,269,FASY,49.5333,11.6833,420.0
98432,4057,2010,117,284,FASY,49.8167,11.2167,320.0
98433,4172,2010,117,292,FASY,49.3333,10.8,400.0
98438,3630,2010,118,289,FASY,47.8333,10.8,830.0
98451,4239,2010,118,254,FASY,49.4,11.4,450.0
98452,4266,2010,118,255,FASY,49.0167,11.1167,560.0
98462,1872,2010,118,270,FASY,51.3,7.36667,220.0
98463,1876,2010,118,303,FASY,51.4,7.43333,120.0
98464,2023,2010,118,282,FASY,50.6333,9.45,270.0
98465,2069,2010,118,274,FASY,50.9833,8.73333,250.0
98467,2225,2010,118,283,FASY,50.95,9.86667,230.0
98471,2909,2010,118,272,FASY,48.65,9.86667,685.0
98472,3023,2010,118,295,FASY,49.0667,8.8,190.0
98490,4415,2010,118,275,FASY,50.5333,10.15,440.0
98491,4456,2010,118,287,FASY,48.45,10.2667,450.0
98493,4643,2010,118,294,FASY,49.4667,6.9,260.0
98512,1129,2010,118,295,FASY,53.15,8.2,5.0
98515,94,2010,119,293,FASY,53.4833,10.6333,20.0
98518,152,2010,119,280,FASY,54.1,10.8167,10.0
98526,680,2010,119,268,FASY,53.45,9.73333,40.0
98533,1127,2010,119,292,FASY,52.1667,10.55,80.0
98537,2615,2010,119,282,FASY,50.2,6.41667,450.0
98538,2761,2010,119,267,FASY,49.4667,7.56667,250.0
98544,3346,2010,119,293,FASY,48.2833,8.85,520.0
98547,3426,2010,119,275,FASY,48.4833,9.41667,460.0
98548,3482,2010,119,275,FASY,47.7333,12.8833,480.0
98555,3744,2010,119,273,FASY,49.1333,12.7333,480.0
98560,4156,2010,119,268,FASY,50.0167,11.95,600.0
98561,4223,2010,119,273,FASY,49.0167,11.1833,510.0
98566,1619,2010,119,286,FASY,52.0833,8.51667,150.0
98569,2153,2010,119,278,FASY,50.75,9.81667,370.0
98571,2182,2010,119,297,FASY,50.6833,8.6,220.0
98574,4419,2010,119,294,FASY,50.4167,10.3833,340.0
98578,4506,2010,119,291,FASY,48.1667,10.1167,530.0
98616,3366,2010,120,300,FASY,48.65,8.78333,450.0
98618,3520,2010,120,281,FASY,47.6333,13.0,550.0
98620,3628,2010,120,279,FASY,47.8,11.0167,980.0
98627,4055,2010,120,271,FASY,49.95,11.1667,450.0
98628,4098,2010,120,283,FASY,50.1167,11.6167,370.0
98630,4198,2010,120,276,FASY,49.1667,10.3333,450.0
98631,4263,2010,120,280,FASY,48.9,10.9333,550.0
98634,656,2010,120,293,FASY,52.5333,10.35,50.0
98645,3230,2010,120,280,FASY,47.7,9.2,410.0
98647,4495,2010,120,274,FASY,48.4333,10.4167,460.0
98668,1851,2010,120,284,FASY,51.0,8.36667,520.0
98669,2126,2010,120,271,FASY,50.5,10.0167,560.0
98671,199,2010,121,295,FASY,54.1167,10.1667,45.0
98689,3452,2010,121,284,FASY,48.0167,9.25,590.0
98690,3484,2010,121,292,FASY,48.4,11.7333,450.0
98695,3993,2010,121,270,FASY,50.3167,11.9167,500.0
98696,4015,2010,121,269,FASY,49.8667,11.0,290.0
98697,4054,2010,121,273,FASY,49.9333,11.2833,400.0
98699,4080,2010,121,272,FASY,50.3667,11.5167,590.0
98733,2024,2010,122,283,FASY,50.4667,9.31667,460.0
98737,3264,2010,122,285,FASY,47.8,8.03333,920.0
98738,3534,2010,122,280,FASY,48.05,11.95,530.0
98741,3876,2010,122,296,FASY,49.8667,11.9,460.0
98743,4039,2010,122,257,FASY,50.3667,10.8,340.0
98746,3422,2010,123,279,FASY,48.4,9.2,800.0
98750,3945,2010,123,276,FASY,48.9,11.6167,400.0
98751,4132,2010,123,274,FASY,49.7667,11.55,420.0
98771,202,2010,123,284,FASY,54.1667,10.05,35.0
98780,2842,2010,124,293,FASY,48.7167,9.21667,391.0
98782,4517,2010,125,280,FASY,47.7167,10.2333,900.0
98790,1469,2010,125,293,FASY,50.5667,6.26667,530.0
98793,4458,2010,126,266,FASY,47.7333,10.3167,680.0
98797,3997,2010,126,270,FASY,50.1667,12.1333,540.0
98806,3798,2010,127,287,FASY,49.0833,12.8833,430.0
98808,3983,2010,127,296,FASY,49.6167,12.35,570.0
98809,4157,2010,127,283,FASY,50.1,11.8833,620.0
98823,1759,2010,129,302,FASY,51.4,8.58333,460.0
98844,3659,2010,135,301,FASY,47.8167,12.65,610.0
98859,4632,2011,88,308,FASY,49.1667,7.05,230.0
98861,2390,2011,91,279,FASY,49.9833,7.96667,120.0
98883,3023,2011,94,294,FASY,49.0667,8.8,190.0
98884,3099,2011,94,281,FASY,49.0833,8.38333,110.0
98885,3173,2011,94,294,FASY,48.7667,8.25,180.0
98886,3213,2011,94,290,FASY,48.0833,7.63333,220.0
98887,1217,2011,94,299,FASY,53.1,8.86667,4.0
98889,1920,2011,94,274,FASY,49.6667,8.65,210.0
98894,2976,2011,95,301,FASY,49.4833,9.76667,250.0
98900,3290,2011,95,288,FASY,48.8,8.31667,150.0
98902,3987,2011,95,288,FASY,49.3833,12.7167,520.0
98911,3053,2011,96,274,FASY,49.1,8.65,140.0
98912,3063,2011,96,274,FASY,49.2167,8.51667,110.0
98923,1974,2011,97,289,FASY,49.7333,9.0,180.0
98924,2049,2011,97,278,FASY,50.1167,8.91667,110.0
98925,427,2011,97,268,FASY,52.4,9.45,50.0
98941,2545,2011,98,273,FASY,50.5667,7.61667,230.0
98949,3237,2011,98,309,FASY,48.3333,7.88333,170.0
98960,1723,2011,98,292,FASY,51.9167,8.38333,75.0
98964,2170,2011,98,282,FASY,51.2333,9.56667,290.0
98971,3452,2011,99,273,FASY,48.0167,9.25,590.0
98974,3656,2011,99,295,FASY,47.7667,12.65,680.0
98980,3076,2011,99,297,FASY,49.4667,9.58333,340.0
98997,2286,2011,100,290,FASY,51.2333,9.26667,260.0
99002,2552,2011,100,256,FASY,50.1667,7.55,450.0
99007,2831,2011,100,297,FASY,49.35,7.41667,280.0
99008,2869,2011,100,266,FASY,48.9833,9.58333,290.0
99011,3069,2011,100,287,FASY,49.5333,9.31667,340.0
99015,4340,2011,100,281,FASY,49.95,10.2833,220.0
99022,3346,2011,100,295,FASY,48.2833,8.85,520.0
99023,3366,2011,100,289,FASY,48.65,8.78333,450.0
99025,3693,2011,100,294,FASY,48.8333,12.9667,310.0
99027,3959,2011,100,274,FASY,49.5333,11.6833,420.0
99034,1539,2011,100,296,FASY,51.8333,7.3,65.0
99038,2038,2011,100,295,FASY,50.0,8.71667,160.0
99041,656,2011,100,305,FASY,52.5333,10.35,50.0
99047,4386,2011,101,276,FASY,49.7167,10.2167,230.0
99066,2886,2011,101,298,FASY,49.25,9.95,440.0
99080,1872,2011,101,294,FASY,51.3,7.36667,220.0
99081,2075,2011,101,268,FASY,50.9667,8.5,420.0
99082,2166,2011,101,264,FASY,51.2833,9.63333,220.0
99083,2168,2011,101,285,FASY,51.3833,9.51667,170.0
99086,3526,2011,101,272,FASY,48.3833,11.4167,470.0
99099,3824,2011,102,288,FASY,48.75,13.8167,720.0
99100,3827,2011,102,275,FASY,48.75,13.5167,440.0
99101,3995,2011,102,274,FASY,50.0,12.0833,530.0
99102,4172,2011,102,300,FASY,49.3333,10.8,400.0
99116,1619,2011,102,295,FASY,52.0833,8.51667,150.0
99129,2853,2011,102,290,FASY,48.9667,10.1333,440.0
99131,2909,2011,102,263,FASY,48.65,9.86667,685.0
99136,2217,2011,103,273,FASY,51.0167,9.93333,330.0
99142,3124,2011,103,273,FASY,49.4667,9.21667,390.0
99146,1129,2011,103,273,FASY,53.15,8.2,5.0
99148,3484,2011,103,283,FASY,48.4,11.7333,450.0
99150,3884,2011,103,286,FASY,49.1667,11.45,400.0
99153,4198,2011,103,271,FASY,49.1667,10.3333,450.0
99162,2140,2011,103,293,FASY,51.4,9.46667,260.0
99164,4456,2011,103,272,FASY,48.45,10.2667,450.0
99182,3486,2011,104,300,FASY,48.05,10.8833,590.0
99183,3633,2011,104,279,FASY,48.6333,11.3167,420.0
99189,3986,2011,104,285,FASY,49.4333,12.5833,530.0
99190,3993,2011,104,291,FASY,50.3167,11.9167,500.0
99194,4256,2011,104,270,FASY,49.45,10.3167,350.0
99197,2852,2011,104,289,FASY,49.0167,10.2167,570.0
99198,3230,2011,104,286,FASY,47.7,9.2,410.0
99201,1076,2011,104,292,FASY,51.8667,10.0167,130.0
99206,2009,2011,104,281,FASY,50.5167,8.81667,170.0
99208,2069,2011,104,279,FASY,50.9833,8.73333,250.0
99227,3127,2011,105,263,FASY,49.4167,9.28333,290.0
99229,4317,2011,105,298,FASY,50.2833,9.91667,500.0
99233,4641,2011,105,270,FASY,49.4167,6.91667,220.0
99243,3378,2011,105,278,FASY,48.2833,9.71667,510.0
99248,3865,2011,105,288,FASY,49.3167,12.85,400.0
99250,1203,2011,105,270,FASY,53.3333,8.48333,3.0
99254,2187,2011,105,282,FASY,50.7333,8.7,180.0
99256,280,2011,105,291,FASY,53.95,9.71667,20.0
99262,1119,2011,105,301,FASY,52.1833,10.7167,150.0
99272,4615,2011,106,287,FASY,49.4833,6.86667,250.0
99273,4643,2011,106,298,FASY,49.4667,6.9,260.0
99294,2250,2011,106,264,FASY,51.4667,9.01667,290.0
99295,2763,2011,106,287,FASY,49.5,7.76667,250.0
99298,3014,2011,106,270,FASY,49.0833,9.88333,370.0
99304,3285,2011,106,277,FASY,48.4333,8.2,390.0
99310,3984,2011,106,274,FASY,49.3167,12.75,420.0
99311,4039,2011,106,281,FASY,50.3667,10.8,340.0
99318,118,2011,107,275,FASY,54.6167,8.96667,10.0
99349,1713,2011,107,280,FASY,51.5833,9.3,230.0
99357,2568,2011,107,277,FASY,49.75,6.65,260.0
99359,2615,2011,107,270,FASY,50.2,6.41667,450.0
99363,2225,2011,108,293,FASY,50.95,9.86667,230.0
99364,2415,2011,108,279,FASY,50.1667,8.06667,380.0
99366,2655,2011,108,280,FASY,49.9833,6.76667,290.0
99368,2842,2011,108,292,FASY,48.7167,9.21667,391.0
99372,152,2011,108,287,FASY,54.1,10.8167,10.0
99385,975,2011,108,286,FASY,52.15,8.05,120.0
99386,977,2011,108,293,FASY,52.3167,8.03333,90.0
99388,3515,2011,108,286,FASY,47.7167,11.4167,620.0
99389,3534,2011,108,273,FASY,48.05,11.95,530.0
99395,3911,2011,108,293,FASY,49.1,11.8167,460.0
99397,4015,2011,108,281,FASY,49.8667,11.0,290.0
99399,4230,2011,108,294,FASY,49.5833,10.6,290.0
99419,2126,2011,108,263,FASY,50.5,10.0167,560.0
99422,4415,2011,108,277,FASY,50.5333,10.15,440.0
99423,4445,2011,108,285,FASY,49.8833,10.0333,260.0
99424,4492,2011,108,268,FASY,47.5667,10.7,810.0
99425,4519,2011,108,275,FASY,47.7,10.35,710.0
99436,4419,2011,109,301,FASY,50.4167,10.3833,340.0
99437,4495,2011,109,283,FASY,48.4333,10.4167,460.0
99452,3482,2011,109,293,FASY,47.7333,12.8833,480.0
99458,4057,2011,109,278,FASY,49.8167,11.2167,320.0
99459,4156,2011,109,273,FASY,50.0167,11.95,600.0
99465,2893,2011,109,274,FASY,49.1333,10.1833,460.0
99466,2916,2011,109,285,FASY,48.6833,10.1667,490.0
99467,2958,2011,109,279,FASY,48.9667,9.13333,200.0
99468,199,2011,109,295,FASY,54.1167,10.1667,45.0
99469,244,2011,109,292,FASY,54.5167,9.56667,18.0
99480,1537,2011,109,275,FASY,51.9667,7.3,110.0
99505,2674,2011,110,299,FASY,50.1667,7.73333,240.0
99520,3520,2011,110,295,FASY,47.6333,13.0,550.0
99521,3628,2011,110,293,FASY,47.8,11.0167,980.0
99524,3945,2011,110,275,FASY,48.9,11.6167,400.0
99526,4098,2011,110,285,FASY,50.1167,11.6167,370.0
99532,1674,2011,110,289,FASY,52.1,8.93333,160.0
99534,1851,2011,110,288,FASY,51.0,8.36667,520.0
99535,1876,2011,110,293,FASY,51.4,7.43333,120.0
99536,2153,2011,110,271,FASY,50.75,9.81667,370.0
99539,94,2011,110,295,FASY,53.4833,10.6333,20.0
99541,213,2011,110,281,FASY,54.0833,9.65,60.0
99547,799,2011,110,301,FASY,53.4833,9.15,5.0
99548,1127,2011,110,297,FASY,52.1667,10.55,80.0
99552,202,2011,111,272,FASY,54.1667,10.05,35.0
99558,1111,2011,111,283,FASY,52.4333,10.85,60.0
99586,2294,2011,111,300,FASY,50.8833,9.35,270.0
99590,3018,2011,111,305,FASY,48.5,10.1167,460.0
99595,2023,2011,111,289,FASY,50.6333,9.45,270.0
99603,4263,2011,111,292,FASY,48.9,10.9333,550.0
99604,3264,2011,112,275,FASY,47.8,8.03333,920.0
99605,3422,2011,112,285,FASY,48.4,9.2,800.0
99608,3744,2011,112,273,FASY,49.1333,12.7333,480.0
99613,4054,2011,112,278,FASY,49.9333,11.2833,400.0
99616,4266,2011,112,277,FASY,49.0167,11.1167,560.0
99657,3659,2011,113,294,FASY,47.8167,12.65,610.0
99660,4080,2011,113,278,FASY,50.3667,11.5167,590.0
99668,4517,2011,113,275,FASY,47.7167,10.2333,900.0
99691,3876,2011,114,290,FASY,49.8667,11.9,460.0
99692,4223,2011,114,288,FASY,49.0167,11.1833,510.0
99695,1469,2011,114,296,FASY,50.5667,6.26667,530.0
99697,2024,2011,114,289,FASY,50.4667,9.31667,460.0
99714,3630,2011,115,283,FASY,47.8333,10.8,830.0
99715,3852,2011,115,303,FASY,49.0333,11.4833,370.0
99732,4157,2011,116,299,FASY,50.1,11.8833,620.0
99743,1759,2011,116,282,FASY,51.4,8.58333,460.0
99750,3997,2011,117,287,FASY,50.1667,12.1333,540.0
99752,2914,2011,117,291,FASY,48.6333,10.0167,620.0
99767,4364,2011,118,262,FASY,50.15,10.4333,290.0
99768,4506,2011,118,296,FASY,48.1667,10.1167,530.0
99789,4240,2011,120,280,FASY,49.3833,10.3333,440.0
99798,3983,2011,121,288,FASY,49.6167,12.35,570.0
99800,680,2011,123,293,FASY,53.45,9.73333,40.0
99813,4458,2011,135,265,FASY,47.7333,10.3167,680.0
99820,4632,2012,87,301,FASY,49.1667,7.05,230.0
99821,4641,2012,87,283,FASY,49.4167,6.91667,220.0
99830,3482,2012,91,266,FASY,47.7333,12.8833,480.0
99833,3213,2012,92,309,FASY,48.0833,7.63333,220.0
99854,3987,2012,97,291,FASY,49.3833,12.7167,520.0
99865,3827,2012,98,299,FASY,48.75,13.5167,440.0
99868,3237,2012,99,300,FASY,48.3333,7.88333,170.0
99869,1217,2012,99,296,FASY,53.1,8.86667,4.0
99879,2953,2012,100,279,FASY,48.8667,8.86667,350.0
99891,2217,2012,101,287,FASY,51.0167,9.93333,330.0
99892,2545,2012,101,270,FASY,50.5667,7.61667,230.0
99893,427,2012,101,277,FASY,52.4,9.45,50.0
99897,2390,2012,102,288,FASY,49.9833,7.96667,120.0
99906,4256,2012,103,275,FASY,49.45,10.3167,350.0
99907,2170,2012,103,293,FASY,51.2333,9.56667,290.0
99908,2187,2012,103,270,FASY,50.7333,8.7,180.0
99914,3065,2012,104,288,FASY,49.4,9.4,230.0
99917,1723,2012,104,288,FASY,51.9167,8.38333,75.0
99925,3693,2012,104,288,FASY,48.8333,12.9667,310.0
99932,3124,2012,105,274,FASY,49.4667,9.21667,390.0
99937,2140,2012,105,276,FASY,51.4,9.46667,260.0
99939,3284,2012,105,261,FASY,48.4833,8.16667,280.0
99957,1981,2012,107,273,FASY,49.7833,9.03333,290.0
99958,4340,2012,107,282,FASY,49.95,10.2833,220.0
99965,3023,2012,107,301,FASY,49.0667,8.8,190.0
99972,4415,2012,108,279,FASY,50.5333,10.15,440.0
99978,1324,2012,108,287,FASY,51.6333,6.18333,20.0
99983,2168,2012,108,277,FASY,51.3833,9.51667,170.0
99985,3694,2012,108,277,FASY,48.8833,12.6,330.0
99991,2831,2012,108,271,FASY,49.35,7.41667,280.0
100002,4386,2012,109,289,FASY,49.7167,10.2167,230.0
100012,2049,2012,109,279,FASY,50.1167,8.91667,110.0
100019,2552,2012,110,280,FASY,50.1667,7.55,450.0
100021,3014,2012,110,268,FASY,49.0833,9.88333,370.0
100040,4445,2012,111,280,FASY,49.8833,10.0333,260.0
100053,3248,2012,111,305,FASY,47.6,7.65,400.0
100055,3526,2012,111,293,FASY,48.3833,11.4167,470.0
100056,3911,2012,111,282,FASY,49.1,11.8167,460.0
100070,1539,2012,112,293,FASY,51.8333,7.3,65.0
100072,1974,2012,112,290,FASY,49.7333,9.0,180.0
100073,2153,2012,112,276,FASY,50.75,9.81667,370.0
100086,3230,2012,112,290,FASY,47.7,9.2,410.0
100088,3486,2012,112,289,FASY,48.05,10.8833,590.0
100091,118,2012,112,279,FASY,54.6167,8.96667,10.0
100097,152,2012,113,285,FASY,54.1,10.8167,10.0
100098,244,2012,113,281,FASY,54.5167,9.56667,18.0
100102,1111,2012,113,285,FASY,52.4333,10.85,60.0
100114,1920,2012,113,278,FASY,49.6667,8.65,210.0
100122,3285,2012,114,277,FASY,48.4333,8.2,390.0
100125,3744,2012,114,271,FASY,49.1333,12.7333,480.0
100130,3986,2012,114,284,FASY,49.4333,12.5833,530.0
100134,213,2012,114,271,FASY,54.0833,9.65,60.0
100141,4519,2012,114,282,FASY,47.7,10.35,710.0
100155,2075,2012,114,271,FASY,50.9667,8.5,420.0
100158,2225,2012,115,276,FASY,50.95,9.86667,230.0
100162,3099,2012,115,285,FASY,49.0833,8.38333,110.0
100164,280,2012,115,271,FASY,53.95,9.71667,20.0
100168,975,2012,115,288,FASY,52.15,8.05,120.0
100171,3633,2012,115,279,FASY,48.6333,11.3167,420.0
100172,3824,2012,115,287,FASY,48.75,13.8167,720.0
100174,3875,2012,115,267,FASY,49.3833,11.65,480.0
100191,1980,2012,115,272,FASY,49.7167,8.83333,210.0
100192,4364,2012,115,288,FASY,50.15,10.4333,290.0
100206,4458,2012,116,284,FASY,47.7333,10.3167,680.0
100224,3884,2012,116,279,FASY,49.1667,11.45,400.0
100229,3993,2012,116,286,FASY,50.3167,11.9167,500.0
100230,4039,2012,116,273,FASY,50.3667,10.8,340.0
100231,4268,2012,116,260,FASY,48.9,11.0,440.0
100232,2295,2012,116,267,FASY,50.8667,9.46667,330.0
100236,2893,2012,116,280,FASY,49.1333,10.1833,460.0
100238,3053,2012,116,293,FASY,49.1,8.65,140.0
100239,3063,2012,116,275,FASY,49.2167,8.51667,110.0
100240,3069,2012,116,299,FASY,49.5333,9.31667,340.0
100251,1119,2012,116,286,FASY,52.1833,10.7167,150.0
100254,1619,2012,116,278,FASY,52.0833,8.51667,150.0
100255,1674,2012,116,293,FASY,52.1,8.93333,160.0
100300,2763,2012,117,283,FASY,49.5,7.76667,250.0
100302,2852,2012,117,272,FASY,49.0167,10.2167,570.0
100303,2853,2012,117,291,FASY,48.9667,10.1333,440.0
100304,2867,2012,117,266,FASY,48.9833,9.36667,290.0
100308,3076,2012,117,283,FASY,49.4667,9.58333,340.0
100312,4492,2012,117,270,FASY,47.5667,10.7,810.0
100334,3426,2012,117,277,FASY,48.4833,9.41667,460.0
100336,3515,2012,117,284,FASY,47.7167,11.4167,620.0
100344,3865,2012,117,278,FASY,49.3167,12.85,400.0
100345,3876,2012,117,285,FASY,49.8667,11.9,460.0
100348,3959,2012,117,276,FASY,49.5333,11.6833,420.0
100349,4098,2012,117,287,FASY,50.1167,11.6167,370.0
100351,4156,2012,117,264,FASY,50.0167,11.95,600.0
100364,188,2012,117,273,FASY,54.3167,10.2167,15.0
100371,638,2012,117,285,FASY,52.9333,9.73333,70.0
100373,799,2012,117,295,FASY,53.4833,9.15,5.0
100377,1072,2012,117,277,FASY,52.3,10.4333,80.0
100380,1127,2012,117,293,FASY,52.1667,10.55,80.0
100383,94,2012,118,291,FASY,53.4833,10.6333,20.0
100396,656,2012,118,283,FASY,52.5333,10.35,50.0
100397,680,2012,118,306,FASY,53.45,9.73333,40.0
100401,1076,2012,118,287,FASY,51.8667,10.0167,130.0
100448,2286,2012,118,275,FASY,51.2333,9.26667,260.0
100468,1690,2012,118,292,FASY,52.3,8.91667,50.0
100472,1851,2012,118,293,FASY,51.0,8.36667,520.0
100476,2023,2012,118,284,FASY,50.6333,9.45,270.0
100477,2038,2012,118,295,FASY,50.0,8.71667,160.0
100479,2182,2012,118,287,FASY,50.6833,8.6,220.0
100485,3628,2012,118,278,FASY,47.8,11.0167,980.0
100494,3984,2012,118,268,FASY,49.3167,12.75,420.0
100496,4057,2012,118,288,FASY,49.8167,11.2167,320.0
100498,4172,2012,118,297,FASY,49.3333,10.8,400.0
100501,4223,2012,118,283,FASY,49.0167,11.1833,510.0
100502,4239,2012,118,263,FASY,49.4,11.4,450.0
100504,3346,2012,119,286,FASY,48.2833,8.85,520.0
100510,3520,2012,119,288,FASY,47.6333,13.0,550.0
100513,3630,2012,119,275,FASY,47.8333,10.8,830.0
100515,4015,2012,119,279,FASY,49.8667,11.0,290.0
100518,4230,2012,119,296,FASY,49.5833,10.6,290.0
100538,450,2012,119,277,FASY,52.7167,9.25,25.0
100546,1129,2012,119,278,FASY,53.15,8.2,5.0
100547,4317,2012,119,290,FASY,50.2833,9.91667,500.0
100548,4419,2012,119,297,FASY,50.4167,10.3833,340.0
100549,4456,2012,119,274,FASY,48.45,10.2667,450.0
100551,4495,2012,119,281,FASY,48.4333,10.4167,460.0
100569,1203,2012,119,277,FASY,53.3333,8.48333,3.0
100573,1537,2012,119,280,FASY,51.9667,7.3,110.0
100576,1872,2012,119,282,FASY,51.3,7.36667,220.0
100577,2069,2012,119,264,FASY,50.9833,8.73333,250.0
100580,2294,2012,119,293,FASY,50.8833,9.35,270.0
100585,2869,2012,119,279,FASY,48.9833,9.58333,290.0
100586,2958,2012,119,293,FASY,48.9667,9.13333,200.0
100588,3127,2012,119,271,FASY,49.4167,9.28333,290.0
100590,2296,2012,120,286,FASY,51.0,9.06667,320.0
100592,2415,2012,120,276,FASY,50.1667,8.06667,380.0
100593,2842,2012,120,293,FASY,48.7167,9.21667,391.0
100594,2909,2012,120,277,FASY,48.65,9.86667,685.0
100605,977,2012,120,285,FASY,52.3167,8.03333,90.0
100608,3366,2012,120,292,FASY,48.65,8.78333,450.0
100609,3378,2012,120,273,FASY,48.2833,9.71667,510.0
100610,3452,2012,120,286,FASY,48.0167,9.25,590.0
100611,3484,2012,120,282,FASY,48.4,11.7333,450.0
100613,3534,2012,120,277,FASY,48.05,11.95,530.0
100619,3995,2012,120,273,FASY,50.0,12.0833,530.0
100620,4054,2012,120,279,FASY,49.9333,11.2833,400.0
100623,4198,2012,120,278,FASY,49.1667,10.3333,450.0
100625,4240,2012,120,283,FASY,49.3833,10.3333,440.0
100626,4263,2012,120,284,FASY,48.9,10.9333,550.0
100654,1713,2012,120,296,FASY,51.5833,9.3,230.0
100656,1876,2012,120,302,FASY,51.4,7.43333,120.0
100658,2009,2012,120,277,FASY,50.5167,8.81667,170.0
100659,2126,2012,120,273,FASY,50.5,10.0167,560.0
100663,4333,2012,120,287,FASY,50.1,9.65,180.0
100667,4506,2012,120,299,FASY,48.1667,10.1167,530.0
100685,4615,2012,121,285,FASY,49.4833,6.86667,250.0
100701,3945,2012,121,275,FASY,48.9,11.6167,400.0
100702,4080,2012,121,276,FASY,50.3667,11.5167,590.0
100705,2250,2012,121,265,FASY,51.4667,9.01667,290.0
100709,2615,2012,121,287,FASY,50.2,6.41667,450.0
100710,2655,2012,121,289,FASY,49.9833,6.76667,290.0
100715,202,2012,121,280,FASY,54.1667,10.05,35.0
100750,2886,2012,122,293,FASY,49.25,9.95,440.0
100752,3018,2012,122,300,FASY,48.5,10.1167,460.0
100754,4517,2012,122,276,FASY,47.7167,10.2333,900.0
100755,4643,2012,122,294,FASY,49.4667,6.9,260.0
100771,4157,2012,122,283,FASY,50.1,11.8833,620.0
100775,199,2012,122,297,FASY,54.1167,10.1667,45.0
100798,3659,2012,123,290,FASY,47.8167,12.65,610.0
100799,3983,2012,124,282,FASY,49.6167,12.35,570.0
100809,4266,2012,125,269,FASY,49.0167,11.1167,560.0
100812,2024,2012,125,291,FASY,50.4667,9.31667,460.0
100822,1759,2012,128,294,FASY,51.4,8.58333,460.0
100823,3422,2012,128,280,FASY,48.4,9.2,800.0
100824,3997,2012,128,281,FASY,50.1667,12.1333,540.0
100825,1469,2012,130,285,FASY,50.5667,6.26667,530.0
100827,3264,2012,131,292,FASY,47.8,8.03333,920.0
100842,3987,2013,101,293,FASY,49.3833,12.7167,520.0
100845,3378,2013,102,281,FASY,48.2833,9.71667,510.0
100850,4364,2013,105,272,FASY,50.15,10.4333,290.0
100863,3285,2013,108,283,FASY,48.4333,8.2,390.0
100866,2390,2013,108,295,FASY,49.9833,7.96667,120.0
100871,3063,2013,108,282,FASY,49.2167,8.51667,110.0
100872,3100,2013,108,289,FASY,48.95,8.4,130.0
100883,1920,2013,109,285,FASY,49.6667,8.65,210.0
100884,1981,2013,109,276,FASY,49.7833,9.03333,290.0
100888,3237,2013,109,314,FASY,48.3333,7.88333,170.0
100903,1111,2013,110,280,FASY,52.4333,10.85,60.0
100904,1217,2013,110,306,FASY,53.1,8.86667,4.0
100908,2038,2013,110,293,FASY,50.0,8.71667,160.0
100911,3284,2013,111,268,FASY,48.4833,8.16667,280.0
100912,3693,2013,111,286,FASY,48.8333,12.9667,310.0
100916,4632,2013,111,300,FASY,49.1667,7.05,230.0
100928,1974,2013,111,295,FASY,49.7333,9.0,180.0
100929,1980,2013,111,274,FASY,49.7167,8.83333,210.0
100937,2976,2013,112,299,FASY,49.4833,9.76667,250.0
100938,3127,2013,112,275,FASY,49.4167,9.28333,290.0
100952,2049,2013,112,288,FASY,50.1167,8.91667,110.0
100958,3633,2013,113,295,FASY,48.6333,11.3167,420.0
100963,3993,2013,113,278,FASY,50.3167,11.9167,500.0
100969,3053,2013,113,291,FASY,49.1,8.65,140.0
100970,3099,2013,113,289,FASY,49.0833,8.38333,110.0
100975,4340,2013,113,284,FASY,49.95,10.2833,220.0
100987,3248,2013,114,308,FASY,47.6,7.65,400.0
100993,3884,2013,114,294,FASY,49.1667,11.45,400.0
